feature,feature_importance
EPOCH_64_WELCH_8_EEG_BP_8_9,0
EPOCH_64_WELCH_8_EEG_BP_9_10,0
EPOCH_64_WELCH_8_EEG_BP_10_11,3
EPOCH_64_WELCH_8_EEG_BP_11_12,0
EPOCH_64_WELCH_8_EEG_BP_12_13,0
EPOCH_64_WELCH_8_EEG_BP_13_14,0
EPOCH_64_WELCH_8_EEG_BP_14_15,0
EPOCH_64_WELCH_8_EEG_BP_15_16,0
EPOCH_64_WELCH_8_EEG_BP_16_17,0
EPOCH_64_WELCH_8_EEG_BP_17_18,0
EPOCH_64_WELCH_8_EEG_BP_18_19,0
EPOCH_64_WELCH_8_EEG_BP_19_20,0
EPOCH_64_WELCH_8_EEG_BP_20_21,0
EPOCH_64_WELCH_8_EEG_BP_21_22,0
EPOCH_64_WELCH_8_EEG_BP_22_23,0
EPOCH_64_WELCH_8_EEG_BP_23_24,0
EPOCH_64_WELCH_8_EEG_BP_24_25,0
EPOCH_64_WELCH_8_EEG_BP_25_26,0
EPOCH_64_WELCH_8_EEG_BP_26_27,0
EPOCH_64_WELCH_8_EEG_BP_27_28,0
EPOCH_64_WELCH_8_EEG_BP_28_29,0
EPOCH_64_WELCH_8_EEG_BP_29_30,0
EPOCH_64_WELCH_8_EEG_BP_30_31,0
EPOCH_64_WELCH_8_EEG_abspow,5
EPOCH_64_WELCH_8_EEG_BP_0_0.5_std,9
EPOCH_64_WELCH_8_EEG_BP_0.5_1_std,11
EPOCH_64_WELCH_8_EEG_BP_1_2_std,1
EPOCH_64_WELCH_8_EEG_BP_2_3_std,0
EPOCH_64_WELCH_8_EEG_BP_3_4_std,1
EPOCH_64_WELCH_8_EEG_BP_4_5_std,14
EPOCH_64_WELCH_8_EEG_BP_5_6_std,0
EPOCH_64_WELCH_8_EEG_BP_6_7_std,8
EPOCH_64_WELCH_8_EEG_BP_7_8_std,0
EPOCH_64_WELCH_8_EEG_BP_8_9_std,2
EPOCH_64_WELCH_8_EEG_BP_9_10_std,0
EPOCH_64_WELCH_8_EEG_BP_10_11_std,0
EPOCH_64_WELCH_8_EEG_BP_11_12_std,0
EPOCH_64_WELCH_8_EEG_BP_12_13_std,0
EPOCH_64_WELCH_8_EEG_BP_13_14_std,0
EPOCH_64_WELCH_8_EEG_BP_14_15_std,0
EPOCH_64_WELCH_8_EEG_BP_15_16_std,0
EPOCH_64_WELCH_8_EEG_BP_16_17_std,0
EPOCH_64_WELCH_8_EEG_BP_17_18_std,0
EPOCH_64_WELCH_8_EEG_BP_18_19_std,0
EPOCH_64_WELCH_8_EEG_BP_19_20_std,0
EPOCH_64_WELCH_8_EEG_BP_20_21_std,0
EPOCH_64_WELCH_8_EEG_BP_21_22_std,0
EPOCH_64_WELCH_8_EEG_BP_22_23_std,0
EPOCH_64_WELCH_8_EEG_BP_23_24_std,0
EPOCH_64_WELCH_8_EEG_BP_24_25_std,0
EPOCH_64_WELCH_8_EEG_BP_25_26_std,3
EPOCH_64_WELCH_8_EEG_BP_26_27_std,0
EPOCH_64_WELCH_8_EEG_BP_27_28_std,0
EPOCH_64_WELCH_8_EEG_BP_28_29_std,0
EPOCH_64_WELCH_8_EEG_BP_29_30_std,0
EPOCH_64_WELCH_8_EEG_BP_30_31_std,1
EPOCH_64_WELCH_8_EEG_BP_0_0.5_relative,0
EPOCH_64_WELCH_8_EEG_BP_0.5_1_relative,2
EPOCH_64_WELCH_8_EEG_BP_1_2_relative,0
EPOCH_64_WELCH_8_EEG_BP_2_3_relative,8
EPOCH_64_WELCH_8_EEG_BP_3_4_relative,5
EPOCH_64_WELCH_8_EEG_BP_4_5_relative,16
EPOCH_64_WELCH_8_EEG_BP_5_6_relative,18
EPOCH_64_WELCH_8_EEG_BP_6_7_relative,0
EPOCH_64_WELCH_8_EEG_BP_7_8_relative,0
EPOCH_64_WELCH_8_EEG_BP_8_9_relative,0
EPOCH_64_WELCH_8_EEG_BP_9_10_relative,0
EPOCH_64_WELCH_8_EEG_BP_10_11_relative,0
EPOCH_64_WELCH_8_EEG_BP_11_12_relative,0
EPOCH_64_WELCH_8_EEG_BP_12_13_relative,0
EPOCH_64_WELCH_8_EEG_BP_13_14_relative,0
EPOCH_64_WELCH_8_EEG_BP_14_15_relative,0
EPOCH_64_WELCH_8_EEG_BP_15_16_relative,0
EPOCH_64_WELCH_8_EEG_BP_16_17_relative,0
EPOCH_64_WELCH_8_EEG_BP_17_18_relative,12
EPOCH_64_WELCH_8_EEG_BP_18_19_relative,0
EPOCH_64_WELCH_8_EEG_BP_19_20_relative,0
EPOCH_64_WELCH_8_EEG_BP_20_21_relative,0
EPOCH_64_WELCH_8_EEG_BP_21_22_relative,0
EPOCH_64_WELCH_8_EEG_BP_22_23_relative,0
EPOCH_64_WELCH_8_EEG_BP_23_24_relative,7
EPOCH_64_WELCH_8_EEG_BP_24_25_relative,0
EPOCH_64_WELCH_8_EEG_BP_25_26_relative,0
EPOCH_64_WELCH_8_EEG_BP_26_27_relative,0
EPOCH_64_WELCH_8_EEG_BP_27_28_relative,0
EPOCH_64_WELCH_8_EEG_BP_28_29_relative,0
EPOCH_64_WELCH_8_EEG_BP_29_30_relative,0
EPOCH_64_WELCH_8_EEG_BP_30_31_relative,0
EPOCH_64_WELCH_8_EEG_perm,0
EPOCH_64_WELCH_8_EEG_higuchi,0
EPOCH_64_WELCH_8_EEG_petrosian,0
EPOCH_64_WELCH_16_EEG_std,0
EPOCH_64_WELCH_16_EEG_iqr,0
EPOCH_64_WELCH_16_EEG_skew,0
EPOCH_64_WELCH_16_EEG_kurt,0
EPOCH_64_WELCH_16_EEG_nzc,0
EPOCH_64_WELCH_16_EEG_hmob,0
EPOCH_64_WELCH_16_EEG_hcomp,0
EPOCH_64_WELCH_16_EEG_BP_0_0.5,0
EPOCH_64_WELCH_16_EEG_BP_0.5_1,0
EPOCH_64_WELCH_16_EEG_BP_1_2,56
EPOCH_64_WELCH_16_EEG_BP_2_3,0
EPOCH_64_WELCH_16_EEG_BP_3_4,4
EPOCH_64_WELCH_16_EEG_BP_4_5,1
EPOCH_64_WELCH_16_EEG_BP_5_6,5
EPOCH_64_WELCH_16_EEG_BP_6_7,0
EPOCH_64_WELCH_16_EEG_BP_7_8,0
EPOCH_64_WELCH_16_EEG_BP_8_9,7
EPOCH_64_WELCH_16_EEG_BP_9_10,0
EPOCH_64_WELCH_16_EEG_BP_10_11,9
EPOCH_64_WELCH_16_EEG_BP_11_12,2
EPOCH_64_WELCH_16_EEG_BP_12_13,3
EPOCH_64_WELCH_16_EEG_BP_13_14,0
EPOCH_64_WELCH_16_EEG_BP_14_15,0
EPOCH_64_WELCH_16_EEG_BP_15_16,0
EPOCH_64_WELCH_16_EEG_BP_16_17,0
EPOCH_64_WELCH_16_EEG_BP_17_18,0
EPOCH_64_WELCH_16_EEG_BP_18_19,0
EPOCH_64_WELCH_16_EEG_BP_19_20,0
EPOCH_64_WELCH_16_EEG_BP_20_21,0
EPOCH_64_WELCH_16_EEG_BP_21_22,0
EPOCH_64_WELCH_16_EEG_BP_22_23,0
EPOCH_64_WELCH_16_EEG_BP_23_24,0
EPOCH_64_WELCH_16_EEG_BP_24_25,0
EPOCH_64_WELCH_16_EEG_BP_25_26,0
EPOCH_64_WELCH_16_EEG_BP_26_27,0
EPOCH_64_WELCH_16_EEG_BP_27_28,2
EPOCH_64_WELCH_16_EEG_BP_28_29,0
EPOCH_64_WELCH_16_EEG_BP_29_30,5
EPOCH_64_WELCH_16_EEG_BP_30_31,0
EPOCH_64_WELCH_16_EEG_abspow,149
EPOCH_64_WELCH_16_EEG_BP_0_0.5_std,0
EPOCH_64_WELCH_16_EEG_BP_0.5_1_std,19
EPOCH_64_WELCH_16_EEG_BP_1_2_std,0
EPOCH_64_WELCH_16_EEG_BP_2_3_std,12
EPOCH_64_WELCH_16_EEG_BP_3_4_std,16
EPOCH_64_WELCH_16_EEG_BP_4_5_std,0
EPOCH_64_WELCH_16_EEG_BP_5_6_std,47
EPOCH_64_WELCH_16_EEG_BP_6_7_std,18
EPOCH_64_WELCH_16_EEG_BP_7_8_std,0
EPOCH_64_WELCH_16_EEG_BP_8_9_std,0
EPOCH_64_WELCH_16_EEG_BP_9_10_std,0
EPOCH_64_WELCH_16_EEG_BP_10_11_std,0
EPOCH_64_WELCH_16_EEG_BP_11_12_std,0
EPOCH_64_WELCH_16_EEG_BP_12_13_std,0
EPOCH_64_WELCH_16_EEG_BP_13_14_std,0
EPOCH_64_WELCH_16_EEG_BP_14_15_std,0
EPOCH_64_WELCH_16_EEG_BP_15_16_std,0
EPOCH_64_WELCH_16_EEG_BP_16_17_std,0
EPOCH_64_WELCH_16_EEG_BP_17_18_std,0
EPOCH_64_WELCH_16_EEG_BP_18_19_std,0
EPOCH_64_WELCH_16_EEG_BP_19_20_std,0
EPOCH_64_WELCH_16_EEG_BP_20_21_std,0
EPOCH_64_WELCH_16_EEG_BP_21_22_std,0
EPOCH_64_WELCH_16_EEG_BP_22_23_std,0
EPOCH_64_WELCH_16_EEG_BP_23_24_std,0
EPOCH_64_WELCH_16_EEG_BP_24_25_std,0
EPOCH_64_WELCH_16_EEG_BP_25_26_std,0
EPOCH_64_WELCH_16_EEG_BP_26_27_std,0
EPOCH_64_WELCH_16_EEG_BP_27_28_std,0
EPOCH_64_WELCH_16_EEG_BP_28_29_std,0
EPOCH_64_WELCH_16_EEG_BP_29_30_std,0
EPOCH_64_WELCH_16_EEG_BP_30_31_std,1
EPOCH_64_WELCH_16_EEG_BP_0_0.5_relative,0
EPOCH_64_WELCH_16_EEG_BP_0.5_1_relative,48
EPOCH_64_WELCH_16_EEG_BP_1_2_relative,68
EPOCH_64_WELCH_16_EEG_BP_2_3_relative,22
EPOCH_64_WELCH_16_EEG_BP_3_4_relative,34
EPOCH_64_WELCH_16_EEG_BP_4_5_relative,11
EPOCH_64_WELCH_16_EEG_BP_5_6_relative,18
EPOCH_64_WELCH_16_EEG_BP_6_7_relative,2
EPOCH_64_WELCH_16_EEG_BP_7_8_relative,0
EPOCH_64_WELCH_16_EEG_BP_8_9_relative,4
EPOCH_64_WELCH_16_EEG_BP_9_10_relative,0
EPOCH_64_WELCH_16_EEG_BP_10_11_relative,0
EPOCH_64_WELCH_16_EEG_BP_11_12_relative,19
EPOCH_64_WELCH_16_EEG_BP_12_13_relative,115
EPOCH_64_WELCH_16_EEG_BP_13_14_relative,16
EPOCH_64_WELCH_16_EEG_BP_14_15_relative,0
EPOCH_64_WELCH_16_EEG_BP_15_16_relative,9
EPOCH_64_WELCH_16_EEG_BP_16_17_relative,0
EPOCH_64_WELCH_16_EEG_BP_17_18_relative,28
EPOCH_64_WELCH_16_EEG_BP_18_19_relative,0
EPOCH_64_WELCH_16_EEG_BP_19_20_relative,0
EPOCH_64_WELCH_16_EEG_BP_20_21_relative,10
EPOCH_64_WELCH_16_EEG_BP_21_22_relative,0
EPOCH_64_WELCH_16_EEG_BP_22_23_relative,4
EPOCH_64_WELCH_16_EEG_BP_23_24_relative,0
EPOCH_64_WELCH_16_EEG_BP_24_25_relative,0
EPOCH_64_WELCH_16_EEG_BP_25_26_relative,0
EPOCH_64_WELCH_16_EEG_BP_26_27_relative,0
EPOCH_64_WELCH_16_EEG_BP_27_28_relative,0
EPOCH_64_WELCH_16_EEG_BP_28_29_relative,0
EPOCH_64_WELCH_16_EEG_BP_29_30_relative,3
EPOCH_64_WELCH_16_EEG_BP_30_31_relative,4
EPOCH_64_WELCH_16_EEG_perm,0
EPOCH_64_WELCH_16_EEG_higuchi,0
EPOCH_64_WELCH_16_EEG_petrosian,0
EPOCH_128_WELCH_1_EEG_std,0
EPOCH_128_WELCH_1_EEG_iqr,0
EPOCH_128_WELCH_1_EEG_skew,0
EPOCH_128_WELCH_1_EEG_kurt,0
EPOCH_128_WELCH_1_EEG_nzc,0
EPOCH_128_WELCH_1_EEG_hmob,0
EPOCH_128_WELCH_1_EEG_hcomp,0
EPOCH_128_WELCH_1_EEG_BP_0_0.5,0
EPOCH_128_WELCH_1_EEG_BP_0.5_1,0
EPOCH_128_WELCH_1_EEG_BP_1_2,0
EPOCH_128_WELCH_1_EEG_BP_2_3,0
EPOCH_128_WELCH_1_EEG_BP_3_4,39
EPOCH_128_WELCH_1_EEG_BP_4_5,110
EPOCH_128_WELCH_1_EEG_BP_5_6,76
EPOCH_128_WELCH_1_EEG_BP_6_7,0
EPOCH_128_WELCH_1_EEG_BP_7_8,17
EPOCH_128_WELCH_1_EEG_BP_8_9,9
EPOCH_128_WELCH_1_EEG_BP_9_10,0
EPOCH_128_WELCH_1_EEG_BP_10_11,5
EPOCH_128_WELCH_1_EEG_BP_11_12,9
EPOCH_128_WELCH_1_EEG_BP_12_13,1
EPOCH_128_WELCH_1_EEG_BP_13_14,1
EPOCH_128_WELCH_1_EEG_BP_14_15,4
EPOCH_128_WELCH_1_EEG_BP_15_16,0
EPOCH_128_WELCH_1_EEG_BP_16_17,0
EPOCH_128_WELCH_1_EEG_BP_17_18,1
EPOCH_128_WELCH_1_EEG_BP_18_19,0
EPOCH_128_WELCH_1_EEG_BP_19_20,1
EPOCH_128_WELCH_1_EEG_BP_20_21,0
EPOCH_128_WELCH_1_EEG_BP_21_22,17
EPOCH_128_WELCH_1_EEG_BP_22_23,3
EPOCH_128_WELCH_1_EEG_BP_23_24,0
EPOCH_128_WELCH_1_EEG_BP_24_25,0
EPOCH_128_WELCH_1_EEG_BP_25_26,3
EPOCH_128_WELCH_1_EEG_BP_26_27,0
EPOCH_128_WELCH_1_EEG_BP_27_28,0
EPOCH_128_WELCH_1_EEG_BP_28_29,0
EPOCH_128_WELCH_1_EEG_BP_29_30,0
EPOCH_128_WELCH_1_EEG_BP_30_31,1
EPOCH_128_WELCH_1_EEG_abspow,0
EPOCH_128_WELCH_1_EEG_BP_0_0.5_std,0
EPOCH_128_WELCH_1_EEG_BP_0.5_1_std,0
EPOCH_128_WELCH_1_EEG_BP_1_2_std,0
EPOCH_128_WELCH_1_EEG_BP_2_3_std,6
EPOCH_128_WELCH_1_EEG_BP_3_4_std,1
EPOCH_128_WELCH_1_EEG_BP_4_5_std,66
EPOCH_128_WELCH_1_EEG_BP_5_6_std,12
EPOCH_128_WELCH_1_EEG_BP_6_7_std,0
EPOCH_128_WELCH_1_EEG_BP_7_8_std,0
EPOCH_128_WELCH_1_EEG_BP_8_9_std,0
EPOCH_128_WELCH_1_EEG_BP_9_10_std,0
EPOCH_128_WELCH_1_EEG_BP_10_11_std,0
EPOCH_128_WELCH_1_EEG_BP_11_12_std,4
EPOCH_128_WELCH_1_EEG_BP_12_13_std,26
EPOCH_128_WELCH_1_EEG_BP_13_14_std,0
EPOCH_128_WELCH_1_EEG_BP_14_15_std,0
EPOCH_128_WELCH_1_EEG_BP_15_16_std,0
EPOCH_128_WELCH_1_EEG_BP_16_17_std,0
EPOCH_128_WELCH_1_EEG_BP_17_18_std,0
EPOCH_128_WELCH_1_EEG_BP_18_19_std,0
EPOCH_128_WELCH_1_EEG_BP_19_20_std,0
EPOCH_128_WELCH_1_EEG_BP_20_21_std,0
EPOCH_128_WELCH_1_EEG_BP_21_22_std,15
EPOCH_128_WELCH_1_EEG_BP_22_23_std,0
EPOCH_128_WELCH_1_EEG_BP_23_24_std,0
EPOCH_128_WELCH_1_EEG_BP_24_25_std,0
EPOCH_128_WELCH_1_EEG_BP_25_26_std,0
EPOCH_128_WELCH_1_EEG_BP_26_27_std,0
EPOCH_128_WELCH_1_EEG_BP_27_28_std,0
EPOCH_128_WELCH_1_EEG_BP_28_29_std,0
EPOCH_128_WELCH_1_EEG_BP_29_30_std,10
EPOCH_128_WELCH_1_EEG_BP_30_31_std,0
EPOCH_128_WELCH_1_EEG_BP_0_0.5_relative,0
EPOCH_128_WELCH_1_EEG_BP_0.5_1_relative,0
EPOCH_128_WELCH_1_EEG_BP_1_2_relative,37
EPOCH_128_WELCH_1_EEG_BP_2_3_relative,134
EPOCH_128_WELCH_1_EEG_BP_3_4_relative,68
EPOCH_128_WELCH_1_EEG_BP_4_5_relative,32
EPOCH_128_WELCH_1_EEG_BP_5_6_relative,8
EPOCH_128_WELCH_1_EEG_BP_6_7_relative,1
EPOCH_128_WELCH_1_EEG_BP_7_8_relative,13
EPOCH_128_WELCH_1_EEG_BP_8_9_relative,2
EPOCH_128_WELCH_1_EEG_BP_9_10_relative,2
EPOCH_128_WELCH_1_EEG_BP_10_11_relative,0
EPOCH_128_WELCH_1_EEG_BP_11_12_relative,0
EPOCH_128_WELCH_1_EEG_BP_12_13_relative,0
EPOCH_128_WELCH_1_EEG_BP_13_14_relative,0
EPOCH_128_WELCH_1_EEG_BP_14_15_relative,0
EPOCH_128_WELCH_1_EEG_BP_15_16_relative,0
EPOCH_128_WELCH_1_EEG_BP_16_17_relative,0
EPOCH_128_WELCH_1_EEG_BP_17_18_relative,0
EPOCH_128_WELCH_1_EEG_BP_18_19_relative,0
EPOCH_128_WELCH_1_EEG_BP_19_20_relative,0
EPOCH_128_WELCH_1_EEG_BP_20_21_relative,0
EPOCH_128_WELCH_1_EEG_BP_21_22_relative,5
EPOCH_128_WELCH_1_EEG_BP_22_23_relative,7
EPOCH_128_WELCH_1_EEG_BP_23_24_relative,0
EPOCH_128_WELCH_1_EEG_BP_24_25_relative,0
EPOCH_128_WELCH_1_EEG_BP_25_26_relative,0
EPOCH_128_WELCH_1_EEG_BP_26_27_relative,0
EPOCH_128_WELCH_1_EEG_BP_27_28_relative,0
EPOCH_128_WELCH_1_EEG_BP_28_29_relative,2
EPOCH_128_WELCH_1_EEG_BP_29_30_relative,20
EPOCH_128_WELCH_1_EEG_BP_30_31_relative,2
EPOCH_128_WELCH_1_EEG_perm,0
EPOCH_128_WELCH_1_EEG_higuchi,0
EPOCH_128_WELCH_1_EEG_petrosian,0
EPOCH_128_WELCH_2_EEG_std,0
EPOCH_128_WELCH_2_EEG_iqr,0
EPOCH_128_WELCH_2_EEG_skew,0
EPOCH_128_WELCH_2_EEG_kurt,0
EPOCH_128_WELCH_2_EEG_nzc,0
EPOCH_128_WELCH_2_EEG_hmob,0
EPOCH_128_WELCH_2_EEG_hcomp,0
EPOCH_128_WELCH_2_EEG_BP_0_0.5,1
EPOCH_128_WELCH_2_EEG_BP_0.5_1,4
EPOCH_128_WELCH_2_EEG_BP_1_2,0
EPOCH_128_WELCH_2_EEG_BP_2_3,0
EPOCH_128_WELCH_2_EEG_BP_3_4,1
EPOCH_128_WELCH_2_EEG_BP_4_5,0
EPOCH_128_WELCH_2_EEG_BP_5_6,14
EPOCH_128_WELCH_2_EEG_BP_6_7,33
EPOCH_128_WELCH_2_EEG_BP_7_8,0
EPOCH_128_WELCH_2_EEG_BP_8_9,49
EPOCH_128_WELCH_2_EEG_BP_9_10,0
EPOCH_128_WELCH_2_EEG_BP_10_11,0
EPOCH_128_WELCH_2_EEG_BP_11_12,9
EPOCH_128_WELCH_2_EEG_BP_12_13,0
EPOCH_128_WELCH_2_EEG_BP_13_14,1
EPOCH_128_WELCH_2_EEG_BP_14_15,0
EPOCH_128_WELCH_2_EEG_BP_15_16,9
EPOCH_128_WELCH_2_EEG_BP_16_17,0
EPOCH_128_WELCH_2_EEG_BP_17_18,0
EPOCH_128_WELCH_2_EEG_BP_18_19,0
EPOCH_128_WELCH_2_EEG_BP_19_20,4
EPOCH_128_WELCH_2_EEG_BP_20_21,0
EPOCH_128_WELCH_2_EEG_BP_21_22,8
EPOCH_128_WELCH_2_EEG_BP_22_23,0
EPOCH_128_WELCH_2_EEG_BP_23_24,0
EPOCH_128_WELCH_2_EEG_BP_24_25,0
EPOCH_128_WELCH_2_EEG_BP_25_26,0
EPOCH_128_WELCH_2_EEG_BP_26_27,0
EPOCH_128_WELCH_2_EEG_BP_27_28,0
EPOCH_128_WELCH_2_EEG_BP_28_29,0
EPOCH_128_WELCH_2_EEG_BP_29_30,20
EPOCH_128_WELCH_2_EEG_BP_30_31,17
EPOCH_128_WELCH_2_EEG_abspow,0
EPOCH_128_WELCH_2_EEG_BP_0_0.5_std,5
EPOCH_128_WELCH_2_EEG_BP_0.5_1_std,4
EPOCH_128_WELCH_2_EEG_BP_1_2_std,7
EPOCH_128_WELCH_2_EEG_BP_2_3_std,3
EPOCH_128_WELCH_2_EEG_BP_3_4_std,0
EPOCH_128_WELCH_2_EEG_BP_4_5_std,2
EPOCH_128_WELCH_2_EEG_BP_5_6_std,0
EPOCH_128_WELCH_2_EEG_BP_6_7_std,0
EPOCH_128_WELCH_2_EEG_BP_7_8_std,0
EPOCH_128_WELCH_2_EEG_BP_8_9_std,27
EPOCH_128_WELCH_2_EEG_BP_9_10_std,0
EPOCH_128_WELCH_2_EEG_BP_10_11_std,0
EPOCH_128_WELCH_2_EEG_BP_11_12_std,0
EPOCH_128_WELCH_2_EEG_BP_12_13_std,0
EPOCH_128_WELCH_2_EEG_BP_13_14_std,0
EPOCH_128_WELCH_2_EEG_BP_14_15_std,0
EPOCH_128_WELCH_2_EEG_BP_15_16_std,0
EPOCH_128_WELCH_2_EEG_BP_16_17_std,0
EPOCH_128_WELCH_2_EEG_BP_17_18_std,0
EPOCH_128_WELCH_2_EEG_BP_18_19_std,0
EPOCH_128_WELCH_2_EEG_BP_19_20_std,0
EPOCH_128_WELCH_2_EEG_BP_20_21_std,0
EPOCH_128_WELCH_2_EEG_BP_21_22_std,0
EPOCH_128_WELCH_2_EEG_BP_22_23_std,21
EPOCH_128_WELCH_2_EEG_BP_23_24_std,0
EPOCH_128_WELCH_2_EEG_BP_24_25_std,0
EPOCH_128_WELCH_2_EEG_BP_25_26_std,0
EPOCH_128_WELCH_2_EEG_BP_26_27_std,0
EPOCH_128_WELCH_2_EEG_BP_27_28_std,0
EPOCH_128_WELCH_2_EEG_BP_28_29_std,0
EPOCH_128_WELCH_2_EEG_BP_29_30_std,0
EPOCH_128_WELCH_2_EEG_BP_30_31_std,1
EPOCH_128_WELCH_2_EEG_BP_0_0.5_relative,0
EPOCH_128_WELCH_2_EEG_BP_0.5_1_relative,0
EPOCH_128_WELCH_2_EEG_BP_1_2_relative,11
EPOCH_128_WELCH_2_EEG_BP_2_3_relative,143
EPOCH_128_WELCH_2_EEG_BP_3_4_relative,35
EPOCH_128_WELCH_2_EEG_BP_4_5_relative,5
EPOCH_128_WELCH_2_EEG_BP_5_6_relative,0
EPOCH_128_WELCH_2_EEG_BP_6_7_relative,0
EPOCH_128_WELCH_2_EEG_BP_7_8_relative,0
EPOCH_128_WELCH_2_EEG_BP_8_9_relative,4
EPOCH_128_WELCH_2_EEG_BP_9_10_relative,0
EPOCH_128_WELCH_2_EEG_BP_10_11_relative,0
EPOCH_128_WELCH_2_EEG_BP_11_12_relative,2
EPOCH_128_WELCH_2_EEG_BP_12_13_relative,0
EPOCH_128_WELCH_2_EEG_BP_13_14_relative,0
EPOCH_128_WELCH_2_EEG_BP_14_15_relative,0
EPOCH_128_WELCH_2_EEG_BP_15_16_relative,0
EPOCH_128_WELCH_2_EEG_BP_16_17_relative,0
EPOCH_128_WELCH_2_EEG_BP_17_18_relative,0
EPOCH_128_WELCH_2_EEG_BP_18_19_relative,0
EPOCH_128_WELCH_2_EEG_BP_19_20_relative,0
EPOCH_128_WELCH_2_EEG_BP_20_21_relative,0
EPOCH_128_WELCH_2_EEG_BP_21_22_relative,0
EPOCH_128_WELCH_2_EEG_BP_22_23_relative,2
EPOCH_128_WELCH_2_EEG_BP_23_24_relative,0
EPOCH_128_WELCH_2_EEG_BP_24_25_relative,0
EPOCH_128_WELCH_2_EEG_BP_25_26_relative,0
EPOCH_128_WELCH_2_EEG_BP_26_27_relative,0
EPOCH_128_WELCH_2_EEG_BP_27_28_relative,0
EPOCH_128_WELCH_2_EEG_BP_28_29_relative,0
EPOCH_128_WELCH_2_EEG_BP_29_30_relative,2
EPOCH_128_WELCH_2_EEG_BP_30_31_relative,0
EPOCH_128_WELCH_2_EEG_perm,0
EPOCH_128_WELCH_2_EEG_higuchi,0
EPOCH_128_WELCH_2_EEG_petrosian,0
EPOCH_128_WELCH_4_EEG_std,0
EPOCH_128_WELCH_4_EEG_iqr,0
EPOCH_128_WELCH_4_EEG_skew,0
EPOCH_128_WELCH_4_EEG_kurt,0
EPOCH_128_WELCH_4_EEG_nzc,0
EPOCH_128_WELCH_4_EEG_hmob,0
EPOCH_128_WELCH_4_EEG_hcomp,0
EPOCH_128_WELCH_4_EEG_BP_0_0.5,5
EPOCH_128_WELCH_4_EEG_BP_0.5_1,0
EPOCH_128_WELCH_4_EEG_BP_1_2,264
EPOCH_128_WELCH_4_EEG_BP_2_3,0
EPOCH_128_WELCH_4_EEG_BP_3_4,56
EPOCH_128_WELCH_4_EEG_BP_4_5,0
EPOCH_128_WELCH_4_EEG_BP_5_6,0
EPOCH_128_WELCH_4_EEG_BP_6_7,30
EPOCH_128_WELCH_4_EEG_BP_7_8,0
EPOCH_128_WELCH_4_EEG_BP_8_9,0
EPOCH_128_WELCH_4_EEG_BP_9_10,0
EPOCH_128_WELCH_4_EEG_BP_10_11,0
EPOCH_128_WELCH_4_EEG_BP_11_12,0
EPOCH_128_WELCH_4_EEG_BP_12_13,2
EPOCH_128_WELCH_4_EEG_BP_13_14,0
EPOCH_128_WELCH_4_EEG_BP_14_15,2
EPOCH_128_WELCH_4_EEG_BP_15_16,3
EPOCH_128_WELCH_4_EEG_BP_16_17,0
EPOCH_128_WELCH_4_EEG_BP_17_18,0
EPOCH_128_WELCH_4_EEG_BP_18_19,0
EPOCH_128_WELCH_4_EEG_BP_19_20,0
EPOCH_128_WELCH_4_EEG_BP_20_21,4
EPOCH_128_WELCH_4_EEG_BP_21_22,1
EPOCH_128_WELCH_4_EEG_BP_22_23,7
EPOCH_128_WELCH_4_EEG_BP_23_24,0
EPOCH_128_WELCH_4_EEG_BP_24_25,0
EPOCH_128_WELCH_4_EEG_BP_25_26,0
EPOCH_128_WELCH_4_EEG_BP_26_27,7
EPOCH_128_WELCH_4_EEG_BP_27_28,0
EPOCH_128_WELCH_4_EEG_BP_28_29,0
EPOCH_128_WELCH_4_EEG_BP_29_30,0
EPOCH_128_WELCH_4_EEG_BP_30_31,0
EPOCH_128_WELCH_4_EEG_abspow,0
EPOCH_128_WELCH_4_EEG_BP_0_0.5_std,1
EPOCH_128_WELCH_4_EEG_BP_0.5_1_std,0
EPOCH_128_WELCH_4_EEG_BP_1_2_std,0
EPOCH_128_WELCH_4_EEG_BP_2_3_std,0
EPOCH_128_WELCH_4_EEG_BP_3_4_std,0
EPOCH_128_WELCH_4_EEG_BP_4_5_std,0
EPOCH_128_WELCH_4_EEG_BP_5_6_std,0
EPOCH_128_WELCH_4_EEG_BP_6_7_std,0
EPOCH_128_WELCH_4_EEG_BP_7_8_std,0
EPOCH_128_WELCH_4_EEG_BP_8_9_std,0
EPOCH_128_WELCH_4_EEG_BP_9_10_std,3
EPOCH_128_WELCH_4_EEG_BP_10_11_std,0
EPOCH_128_WELCH_4_EEG_BP_11_12_std,1
EPOCH_128_WELCH_4_EEG_BP_12_13_std,1
EPOCH_128_WELCH_4_EEG_BP_13_14_std,0
EPOCH_128_WELCH_4_EEG_BP_14_15_std,0
EPOCH_128_WELCH_4_EEG_BP_15_16_std,0
EPOCH_128_WELCH_4_EEG_BP_16_17_std,15
EPOCH_128_WELCH_4_EEG_BP_17_18_std,0
EPOCH_128_WELCH_4_EEG_BP_18_19_std,0
EPOCH_128_WELCH_4_EEG_BP_19_20_std,0
EPOCH_128_WELCH_4_EEG_BP_20_21_std,0
EPOCH_128_WELCH_4_EEG_BP_21_22_std,0
EPOCH_128_WELCH_4_EEG_BP_22_23_std,0
EPOCH_128_WELCH_4_EEG_BP_23_24_std,0
EPOCH_128_WELCH_4_EEG_BP_24_25_std,0
